human,model,comb none,comb confusion,comb temperature scaling,comb ensemble temperature scaling,comb imax binning
0.95,0.9353333333333333,0.9676666666666667,0.9503333333333334,0.9686666666666667,0.969,0.9676666666666667
0.9503333333333334,0.9446666666666667,0.9676666666666667,0.951,0.9723333333333334,0.9726666666666667,0.9713333333333334
0.9536666666666667,0.9346666666666666,0.9686666666666667,0.9503333333333334,0.97,0.9703333333333334,0.9713333333333334
0.9546666666666667,0.9456666666666667,0.9706666666666667,0.9546666666666667,0.9736666666666667,0.9736666666666667,0.9743333333333334
0.9553333333333334,0.937,0.97,0.953,0.9706666666666667,0.971,0.971
0.9546666666666667,0.939,0.966,0.9543333333333334,0.975,0.9753333333333334,0.9756666666666667
0.956,0.9406666666666667,0.971,0.9556666666666667,0.9733333333333334,0.9736666666666667,0.9726666666666667
0.9533333333333334,0.945,0.9713333333333334,0.956,0.9723333333333334,0.9723333333333334,0.9716666666666667
0.952,0.941,0.9703333333333334,0.9516666666666667,0.971,0.971,0.972
0.956,0.9426666666666667,0.973,0.9586666666666667,0.973,0.9726666666666667,0.972
0.953,0.9413333333333334,0.9693333333333334,0.9556666666666667,0.9683333333333334,0.9676666666666667,0.9683333333333334
0.9553333333333334,0.945,0.9756666666666667,0.957,0.977,0.9773333333333334,0.9766666666666667
0.9473333333333334,0.9376666666666666,0.9673333333333334,0.9453333333333334,0.9693333333333334,0.9696666666666667,0.97
0.9516666666666667,0.9383333333333334,0.9733333333333334,0.9533333333333334,0.9693333333333334,0.97,0.9706666666666667
0.9586666666666667,0.9406666666666667,0.969,0.958,0.972,0.973,0.971
0.9583333333333334,0.938,0.9683333333333334,0.9546666666666667,0.9733333333333334,0.974,0.9726666666666667
0.9523333333333334,0.9393333333333334,0.968,0.956,0.9723333333333334,0.9726666666666667,0.971
0.9496666666666667,0.9326666666666666,0.9693333333333334,0.9463333333333334,0.969,0.9696666666666667,0.9686666666666667
0.9583333333333334,0.933,0.967,0.9516666666666667,0.9723333333333334,0.9723333333333334,0.973
0.9513333333333334,0.9376666666666666,0.9703333333333334,0.9506666666666667,0.97,0.9693333333333334,0.9703333333333334
0.9503333333333334,0.938,0.966,0.946,0.9676666666666667,0.9676666666666667,0.967
0.9536666666666667,0.9403333333333334,0.971,0.955,0.9723333333333334,0.9733333333333334,0.9726666666666667
0.9526666666666667,0.938,0.9696666666666667,0.952,0.9726666666666667,0.9723333333333334,0.973
0.9556666666666667,0.9326666666666666,0.9676666666666667,0.949,0.9696666666666667,0.9703333333333334,0.9696666666666667
0.9613333333333334,0.9366666666666666,0.9703333333333334,0.9556666666666667,0.973,0.9736666666666667,0.9733333333333334
