human,model,comb none,comb confusion,comb temperature scaling,comb ensemble temperature scaling,comb imax binning
0.97,0.9486666666666667,0.974,0.9683333333333334,0.981,0.9813333333333333,0.9803333333333333
0.9696666666666667,0.9506666666666667,0.973,0.9676666666666667,0.982,0.9823333333333333,0.981
0.9693333333333334,0.949,0.9766666666666667,0.9656666666666667,0.981,0.981,0.9813333333333333
0.976,0.953,0.9766666666666667,0.9726666666666667,0.9836666666666667,0.9836666666666667,0.983
0.9686666666666667,0.944,0.9696666666666667,0.9676666666666667,0.978,0.9783333333333334,0.978
0.974,0.9526666666666667,0.9773333333333334,0.9723333333333334,0.9823333333333333,0.9816666666666667,0.9826666666666667
0.9716666666666667,0.956,0.9763333333333334,0.9686666666666667,0.9826666666666667,0.983,0.9826666666666667
0.9763333333333334,0.9506666666666667,0.977,0.972,0.987,0.9863333333333333,0.986
0.9733333333333334,0.951,0.9763333333333334,0.971,0.9796666666666667,0.9803333333333333,0.9803333333333333
0.973,0.95,0.9736666666666667,0.9696666666666667,0.981,0.9823333333333333,0.9803333333333333
0.9663333333333334,0.9526666666666667,0.9753333333333334,0.9653333333333334,0.9773333333333334,0.9776666666666667,0.9776666666666667
0.973,0.9583333333333334,0.979,0.973,0.9843333333333333,0.9843333333333333,0.9856666666666667
0.9713333333333334,0.9493333333333334,0.9716666666666667,0.9673333333333334,0.9803333333333333,0.9803333333333333,0.9796666666666667
0.972,0.9483333333333334,0.9753333333333334,0.9686666666666667,0.9816666666666667,0.9816666666666667,0.981
0.9753333333333334,0.9553333333333334,0.976,0.972,0.9826666666666667,0.9826666666666667,0.9803333333333333
0.9753333333333334,0.9526666666666667,0.9766666666666667,0.9693333333333334,0.9836666666666667,0.9833333333333333,0.9826666666666667
0.9726666666666667,0.9466666666666667,0.975,0.9723333333333334,0.982,0.982,0.9813333333333333
0.975,0.9496666666666667,0.9726666666666667,0.9703333333333334,0.9803333333333333,0.9803333333333333,0.9793333333333333
0.971,0.947,0.973,0.966,0.9826666666666667,0.9823333333333333,0.9823333333333333
0.9693333333333334,0.9443333333333334,0.9713333333333334,0.9636666666666667,0.9796666666666667,0.979,0.9796666666666667
0.9693333333333334,0.9476666666666667,0.9726666666666667,0.9656666666666667,0.978,0.9783333333333334,0.977
0.9706666666666667,0.9523333333333334,0.978,0.969,0.9823333333333333,0.9823333333333333,0.9823333333333333
0.9706666666666667,0.946,0.973,0.967,0.9826666666666667,0.9836666666666667,0.9826666666666667
0.969,0.9446666666666667,0.9743333333333334,0.963,0.9823333333333333,0.9826666666666667,0.9826666666666667
0.975,0.95,0.9753333333333334,0.969,0.9846666666666667,0.984,0.985
