human,model,comb none,comb confusion,comb temperature scaling,comb ensemble temperature scaling,comb imax binning
0.9663333333333334,0.8896666666666667,0.9656666666666667,0.9666666666666667,0.9733333333333334,0.9733333333333334,0.972
0.9666666666666667,0.885,0.961,0.9643333333333334,0.9713333333333334,0.9706666666666667,0.9693333333333334
0.9633333333333334,0.8833333333333333,0.964,0.9636666666666667,0.9703333333333334,0.97,0.969
0.967,0.8896666666666667,0.9673333333333334,0.966,0.9703333333333334,0.9706666666666667,0.9696666666666667
0.9673333333333334,0.885,0.9626666666666667,0.968,0.9706666666666667,0.9703333333333334,0.9703333333333334
0.9686666666666667,0.8946666666666667,0.965,0.9683333333333334,0.973,0.9733333333333334,0.973
0.9696666666666667,0.8846666666666667,0.9636666666666667,0.9683333333333334,0.9726666666666667,0.973,0.97
0.9716666666666667,0.892,0.9693333333333334,0.973,0.9766666666666667,0.9756666666666667,0.9756666666666667
0.9706666666666667,0.8836666666666667,0.9663333333333334,0.9713333333333334,0.975,0.9753333333333334,0.974
0.9686666666666667,0.8866666666666667,0.966,0.9676666666666667,0.9713333333333334,0.971,0.971
0.9626666666666667,0.8873333333333333,0.963,0.9653333333333334,0.9683333333333334,0.9683333333333334,0.967
0.971,0.897,0.97,0.968,0.978,0.979,0.9776666666666667
0.966,0.8856666666666667,0.9653333333333334,0.9633333333333334,0.9703333333333334,0.9706666666666667,0.9706666666666667
0.9683333333333334,0.8903333333333333,0.967,0.9693333333333334,0.9716666666666667,0.9716666666666667,0.9713333333333334
0.9666666666666667,0.8926666666666667,0.9686666666666667,0.966,0.973,0.9726666666666667,0.9726666666666667
0.9696666666666667,0.8793333333333333,0.9683333333333334,0.966,0.9766666666666667,0.9766666666666667,0.9753333333333334
0.9663333333333334,0.8866666666666667,0.9676666666666667,0.967,0.973,0.973,0.972
0.9663333333333334,0.885,0.9636666666666667,0.9656666666666667,0.972,0.972,0.9713333333333334
0.967,0.881,0.9626666666666667,0.9666666666666667,0.9706666666666667,0.972,0.9706666666666667
0.969,0.8853333333333333,0.9643333333333334,0.9673333333333334,0.9723333333333334,0.973,0.9723333333333334
0.9666666666666667,0.887,0.9643333333333334,0.9633333333333334,0.9703333333333334,0.971,0.9713333333333334
0.967,0.8906666666666667,0.9653333333333334,0.967,0.9723333333333334,0.9723333333333334,0.9723333333333334
0.9693333333333334,0.8826666666666667,0.965,0.9683333333333334,0.9733333333333334,0.9736666666666667,0.9713333333333334
0.9626666666666667,0.8916666666666667,0.9596666666666667,0.9616666666666667,0.9686666666666667,0.9686666666666667,0.967
0.9686666666666667,0.8826666666666667,0.9663333333333334,0.969,0.978,0.9783333333333334,0.976
