human,model,comb none,comb confusion,comb temperature scaling,comb ensemble temperature scaling,comb imax binning
0.9673333333333334,0.9636666666666667,0.9793333333333333,0.9666666666666667,0.9793333333333333,0.978,0.9806666666666667
0.968,0.9663333333333334,0.9796666666666667,0.97,0.9793333333333333,0.9783333333333334,0.9786666666666667
0.966,0.9703333333333334,0.982,0.969,0.9816666666666667,0.9806666666666667,0.982
0.968,0.9723333333333334,0.9843333333333333,0.973,0.982,0.9793333333333333,0.9833333333333333
0.9653333333333334,0.9643333333333334,0.98,0.9663333333333334,0.978,0.9746666666666667,0.9776666666666667
0.9736666666666667,0.9686666666666667,0.982,0.9726666666666667,0.984,0.9826666666666667,0.9856666666666667
0.9726666666666667,0.9693333333333334,0.9833333333333333,0.9716666666666667,0.9836666666666667,0.9823333333333333,0.9846666666666667
0.9706666666666667,0.971,0.981,0.9756666666666667,0.9823333333333333,0.9826666666666667,0.9823333333333333
0.969,0.9653333333333334,0.9773333333333334,0.9686666666666667,0.9793333333333333,0.9783333333333334,0.9796666666666667
0.9696666666666667,0.9663333333333334,0.9773333333333334,0.9693333333333334,0.9786666666666667,0.9776666666666667,0.9793333333333333
0.9706666666666667,0.9673333333333334,0.982,0.9703333333333334,0.9833333333333333,0.9823333333333333,0.9836666666666667
0.971,0.9723333333333334,0.9803333333333333,0.9716666666666667,0.9823333333333333,0.9806666666666667,0.9823333333333333
0.9703333333333334,0.964,0.9783333333333334,0.9683333333333334,0.9823333333333333,0.9816666666666667,0.982
0.9693333333333334,0.9656666666666667,0.983,0.9706666666666667,0.9816666666666667,0.9813333333333333,0.982
0.9716666666666667,0.965,0.982,0.9733333333333334,0.9836666666666667,0.984,0.9853333333333333
0.973,0.9686666666666667,0.9816666666666667,0.9713333333333334,0.9826666666666667,0.9813333333333333,0.9833333333333333
0.9673333333333334,0.9683333333333334,0.981,0.974,0.9803333333333333,0.978,0.9803333333333333
0.9743333333333334,0.963,0.98,0.9726666666666667,0.9803333333333333,0.98,0.98
0.9726666666666667,0.967,0.9816666666666667,0.9723333333333334,0.9843333333333333,0.982,0.984
0.9636666666666667,0.969,0.9803333333333333,0.9683333333333334,0.9803333333333333,0.977,0.98
0.965,0.9683333333333334,0.9806666666666667,0.969,0.981,0.9793333333333333,0.982
0.9696666666666667,0.9733333333333334,0.9823333333333333,0.9723333333333334,0.982,0.9803333333333333,0.9816666666666667
0.968,0.9676666666666667,0.9823333333333333,0.9696666666666667,0.982,0.9806666666666667,0.983
0.9686666666666667,0.962,0.978,0.967,0.978,0.9776666666666667,0.9793333333333333
0.9686666666666667,0.9676666666666667,0.9803333333333333,0.9703333333333334,0.9823333333333333,0.9813333333333333,0.9833333333333333
